Date,Traffic_Volume
2022-04-04,276792.0
2022-04-05,246833.0
2022-04-06,301018.0
2022-04-07,411987.0
2022-04-08,228845.0
2022-04-09,311844.0
2022-04-10,271463.0
2022-04-11,189351.0
2022-04-12,314294.0
2022-04-13,249229.0
2022-04-14,214160.0
2022-04-15,288330.0
2022-04-16,269638.0
2022-04-17,245561.0
2022-04-18,255123.0
2022-04-19,310793.0
2022-04-20,291173.0
2022-04-21,321332.0
2022-04-22,204226.0
2022-04-23,237841.0
2022-04-24,285023.0
2022-04-25,306213.0
2022-04-26,281058.0
2022-04-27,334520.0
2022-04-28,224609.0
2022-04-29,258490.0
2022-04-30,253229.0
2022-05-01,287911.0
2022-05-02,346371.0
2022-05-03,326996.0
2022-05-04,302385.0
2022-05-05,257938.0
2022-05-06,392513.0
2022-05-07,177492.0
2022-05-08,187526.0
2022-05-09,241201.0
2022-05-10,163167.0
2022-05-11,202860.0
2022-05-12,230556.0
2022-05-13,343603.0
2022-05-14,181964.0
2022-05-15,271743.0
2022-05-16,221695.0
2022-05-17,235376.0
2022-05-18,242440.0
2022-05-19,246033.0
2022-05-20,267967.0
2022-05-21,255171.0
2022-05-22,198348.0
2022-05-23,335970.0
2022-05-24,400293.0
2022-05-25,193015.0
2022-05-26,234019.0
2022-05-27,361900.0
2022-05-28,254582.0
2022-05-29,192208.0
2022-05-30,250619.0
2022-05-31,317346.0
2022-06-01,214506.0
2022-06-02,279549.0
2022-06-03,292548.0
2022-06-04,338499.0
2022-06-05,257685.0
2022-06-06,176227.0
2022-06-07,319007.0
2022-06-08,240466.0
2022-06-09,183130.0
2022-06-10,296404.0
2022-06-11,366292.0
2022-06-12,306378.0
2022-06-13,276307.0
2022-06-14,296531.0
2022-06-15,279282.0
2022-06-16,239731.0
2022-06-17,304577.0
2022-06-18,343760.0
2022-06-19,312970.0
2022-06-20,362951.0
2022-06-21,267282.0
2022-06-22,303664.0
2022-06-23,254908.0
2022-06-24,267916.0
2022-06-25,322710.0
2022-06-26,369801.0
2022-06-27,251779.0
2022-06-28,283898.0
2022-06-29,375276.0
2022-06-30,291321.0
2022-07-01,267953.0
2022-07-02,259846.0
2022-07-03,322294.0
2022-07-04,267742.0
2022-07-05,321476.0
2022-07-06,252795.0
2022-07-07,292598.0
2022-07-08,325419.0
2022-07-09,263891.0
2022-07-10,266201.0
2022-07-11,229566.0
2022-07-12,382477.0
2022-07-13,336359.0
2022-07-14,255137.0
2022-07-15,232929.0
2022-07-16,192602.0
2022-07-17,279544.0
2022-07-18,282142.0
2022-07-19,299278.0
2022-07-20,146494.0
2022-07-21,401484.0
2022-07-22,227287.0
2022-07-23,339449.0
2022-07-24,203404.0
2022-07-25,364613.0
2022-07-26,268034.0
2022-07-27,231388.0
2022-07-28,327028.0
2022-07-29,281804.0
2022-07-30,258964.0
2022-07-31,268486.0
2022-08-01,385573.0
2022-08-02,207748.0
2022-08-03,218620.0
2022-08-04,189109.0
2022-08-05,355644.0
2022-08-06,204541.0
2022-08-07,291980.0
2022-08-08,291848.0
2022-08-09,264978.0
2022-08-10,236272.0
2022-08-11,338009.0
2022-08-12,336753.0
2022-08-13,307358.0
2022-08-14,307875.0
2022-08-15,277544.0
2022-08-16,169484.0
2022-08-17,240712.0
2022-08-18,262987.0
2022-08-19,392653.0
2022-08-20,311983.0
2022-08-21,264369.0
2022-08-22,311030.0
2022-08-23,300331.0
2022-08-24,316283.0
2022-08-25,300252.0
2022-08-26,319830.0
2022-08-27,232204.0
2022-08-28,230851.0
2022-08-29,314009.0
2022-08-30,356179.0
2022-08-31,236250.0
2022-09-01,351029.0
2022-09-02,234007.0
2022-09-03,340499.0
2022-09-04,259387.0
2022-09-05,232747.0
2022-09-06,136254.0
2022-09-07,253269.0
2022-09-08,252681.0
2022-09-09,205581.0
2022-09-10,182176.0
2022-09-11,388700.0
2022-09-12,255725.0
2022-09-13,343245.0
2022-09-14,336345.0
2022-09-15,328084.0
2022-09-16,242642.0
2022-09-17,239154.0
2022-09-18,249220.0
2022-09-19,302685.0
2022-09-20,290387.0
2022-09-21,246401.0
2022-09-22,304427.0
2022-09-23,200815.0
2022-09-24,289617.0
2022-09-25,251905.0
2022-09-26,293958.0
2022-09-27,277336.0
2022-09-28,326943.0
2022-09-29,263699.0
2022-09-30,278807.0
2022-10-01,261767.0
2022-10-02,260219.0
2022-10-03,334726.0
2022-10-04,266144.0
2022-10-05,270783.0
2022-10-06,267637.0
2022-10-07,335687.0
2022-10-08,301144.0
2022-10-09,363289.0
2022-10-10,360076.0
2022-10-11,168430.0
2022-10-12,291702.0
2022-10-13,339612.0
2022-10-14,260304.0
2022-10-15,280545.0
2022-10-16,232004.0
2022-10-17,343127.0
2022-10-18,317166.0
2022-10-19,224982.0
2022-10-20,402929.0
2022-10-21,265965.0
2022-10-22,302331.0
2022-10-23,231393.0
2022-10-24,279967.0
2022-10-25,262704.0
2022-10-26,179378.0
2022-10-27,345404.0
2022-10-28,275183.0
2022-10-29,282245.0
2022-10-30,312789.0
2022-10-31,272080.0
2022-11-01,276341.0
2022-11-02,291237.0
2022-11-03,366439.0
2022-11-04,304168.0
2022-11-05,309555.0
2022-11-06,345392.0
2022-11-07,381976.0
2022-11-08,224072.0
2022-11-09,334203.0
2022-11-10,193264.0
2022-11-11,278605.0
2022-11-12,192081.0
2022-11-13,267371.0
2022-11-14,283118.0
2022-11-15,290518.0
2022-11-16,187741.0
2022-11-17,294345.0
2022-11-18,322046.0
2022-11-19,269583.0
2022-11-20,169304.0
2022-11-21,288701.0
2022-11-22,367274.0
2022-11-23,229978.0
2022-11-24,273167.0
2022-11-25,290951.0
2022-11-26,363810.0
2022-11-27,225183.0
2022-11-28,330500.0
2022-11-29,406255.0
2022-11-30,303538.0
2022-12-01,109962.0
2022-12-02,346957.0
2022-12-03,162836.0
2022-12-04,221296.0
2022-12-05,278994.0
2022-12-06,219349.0
2022-12-07,321702.0
2022-12-08,275951.0
2022-12-09,240751.0
2022-12-10,182442.0
2022-12-11,342533.0
2022-12-12,283495.0
2022-12-13,256760.0
2022-12-14,214273.0
2022-12-15,251377.0
2022-12-16,200158.0
2022-12-17,219505.0
2022-12-18,358153.0
2022-12-19,145403.0
2022-12-20,310414.0
2022-12-21,285291.0
2022-12-22,215221.0
2022-12-23,166106.0
2022-12-24,323032.0
2022-12-25,306602.0
2022-12-26,285864.0
2022-12-27,256361.0
2022-12-28,250348.0
2022-12-29,339014.0
2022-12-30,224261.0
2022-12-31,271428.0
2023-01-01,194115.0
2023-01-02,327052.0
2023-01-03,270470.0
2023-01-04,338472.0
2023-01-05,218849.0
2023-01-06,311502.0
2023-01-07,201914.0
2023-01-08,265476.0
2023-01-09,255258.0
2023-01-10,242319.0
2023-01-11,271008.0
2023-01-12,317174.0
2023-01-13,246788.0
2023-01-14,263336.0
2023-01-15,223313.0
2023-01-16,205503.0
2023-01-17,237674.0
2023-01-18,289665.0
2023-01-19,328332.0
2023-01-20,254385.0
2023-01-21,278222.0
2023-01-22,195346.0
2023-01-23,316877.0
2023-01-24,387577.0
2023-01-25,278160.0
2023-01-26,259631.0
2023-01-27,306443.0
2023-01-28,265055.0
2023-01-29,256984.0
2023-01-30,228624.0
2023-01-31,338820.0
2023-02-01,266970.0
2023-02-02,176290.0
2023-02-03,202222.0
2023-02-04,166297.0
2023-02-05,278707.0
2023-02-06,273909.0
2023-02-07,272277.0
2023-02-08,367362.0
2023-02-09,362128.0
2023-02-10,224494.0
2023-02-11,151342.0
2023-02-12,169244.0
2023-02-13,280738.0
2023-02-14,197964.0
2023-02-15,263067.0
2023-02-16,269255.0
2023-02-17,292327.0
2023-02-18,316451.0
2023-02-19,243081.0
2023-02-20,270786.0
2023-02-21,258310.0
2023-02-22,272663.0
2023-02-23,243951.0
2023-02-24,155774.0
2023-02-25,274785.0
2023-02-26,340451.0
2023-02-27,302882.0
2023-02-28,238311.0
2023-03-01,288226.0
2023-03-02,192566.0
2023-03-03,334342.0
2023-03-04,223657.0
2023-03-05,281895.0
2023-03-06,123671.0
2023-03-07,213216.0
2023-03-08,324279.0
2023-03-09,170198.0
2023-03-10,268567.0
2023-03-11,213997.0
2023-03-12,313642.0
2023-03-13,260592.0
2023-03-14,241884.0
2023-03-15,291149.0
2023-03-16,269386.0
2023-03-17,291517.0
2023-03-18,351372.0
2023-03-19,229428.0
2023-03-20,309553.0
2023-03-21,256801.0
2023-03-22,283612.0
2023-03-23,306562.0
2023-03-24,338675.0
2023-03-25,336757.0
2023-03-26,243713.0
2023-03-27,278175.0
2023-03-28,313380.0
2023-03-29,276318.0
2023-03-30,298568.0
2023-03-31,301406.0
2023-04-01,202743.0
2023-04-02,286524.0
2023-04-03,268279.0
2023-04-04,219234.0
2023-04-05,323748.0
2023-04-06,243445.0
2023-04-07,197380.0
2023-04-08,217650.0
2023-04-09,246081.0
2023-04-10,257887.0
2023-04-11,275545.0
2023-04-12,236974.0
2023-04-13,274509.0
2023-04-14,218908.0
2023-04-15,322353.0
2023-04-16,397776.0
2023-04-17,239655.0
2023-04-18,322971.0
2023-04-19,153511.0
2023-04-20,277200.0
2023-04-21,226424.0
2023-04-22,321361.0
2023-04-23,384058.0
2023-04-24,211947.0
2023-04-25,309645.0
2023-04-26,230076.0
2023-04-27,238307.0
2023-04-28,174993.0
2023-04-29,213266.0
2023-04-30,329049.0
2023-05-01,262111.0
2023-05-02,212956.0
2023-05-03,263599.0
2023-05-04,240093.0
2023-05-05,302396.0
2023-05-06,338204.0
2023-05-07,281509.0
2023-05-08,329260.0
2023-05-09,274189.0
2023-05-10,279893.0
2023-05-11,417579.0
2023-05-12,274800.0
2023-05-13,263034.0
2023-05-14,318067.0
2023-05-15,195794.0
2023-05-16,248898.0
2023-05-17,252879.0
2023-05-18,279859.0
2023-05-19,178100.0
2023-05-20,391805.0
2023-05-21,249689.0
2023-05-22,275317.0
2023-05-23,292826.0
2023-05-24,59150.0
2023-05-25,272075.0
2023-05-26,130075.0
2023-05-27,344694.0
2023-05-28,239987.0
2023-05-29,320642.0
2023-05-30,246202.0
2023-05-31,325309.0
2023-06-01,330938.0
2023-06-02,434631.0
2023-06-03,236694.0
2023-06-04,354285.0
2023-06-05,330675.0
2023-06-06,297479.0
2023-06-07,293657.0
2023-06-08,192370.0
2023-06-09,135587.0
2023-06-10,156554.0
2023-06-11,261055.0
2023-06-12,255565.0
2023-06-13,290935.0
2023-06-14,293522.0
2023-06-15,242841.0
2023-06-16,212979.0
2023-06-17,343061.0
2023-06-18,235580.0
2023-06-19,220676.0
2023-06-20,318298.0
2023-06-21,332680.0
2023-06-22,252955.0
2023-06-23,247691.0
2023-06-24,312835.0
2023-06-25,385480.0
2023-06-26,285178.0
2023-06-27,303671.0
2023-06-28,259143.0
2023-06-29,251104.0
2023-06-30,213168.0
2023-07-01,254090.0
2023-07-02,197456.0
2023-07-03,267722.0
2023-07-04,298758.0
2023-07-05,280183.0
2023-07-06,193595.0
2023-07-07,187995.0
2023-07-08,313892.0
2023-07-09,244055.0
2023-07-10,306292.0
2023-07-11,287265.0
2023-07-12,231113.0
2023-07-13,297169.0
2023-07-14,238801.0
2023-07-15,238139.0
2023-07-16,251489.0
2023-07-17,301218.0
2023-07-18,277285.0
2023-07-19,263166.0
2023-07-20,268432.0
2023-07-21,351866.0
2023-07-22,323597.0
2023-07-23,308219.0
2023-07-24,281855.0
2023-07-25,222238.0
2023-07-26,291876.0
2023-07-27,339603.0
2023-07-28,290399.0
2023-07-29,332891.0
2023-07-30,328678.0
2023-07-31,235433.0
2023-08-01,366496.0
2023-08-02,342754.0
2023-08-03,386235.0
2023-08-04,363694.0
2023-08-05,275805.0
2023-08-06,324824.0
2023-08-07,266235.0
2023-08-08,250876.0
2023-08-09,218775.0
2023-08-10,258328.0
2023-08-11,265364.0
2023-08-12,293576.0
2023-08-13,254586.0
2023-08-14,261271.0
2023-08-15,270721.0
2023-08-16,162353.0
2023-08-17,241447.0
2023-08-18,190569.0
2023-08-19,251055.0
2023-08-20,275405.0
2023-08-21,267276.0
2023-08-22,309468.0
2023-08-23,346218.0
2023-08-24,354728.0
2023-08-25,223945.0
2023-08-26,351168.0
2023-08-27,357186.0
2023-08-28,405139.0
2023-08-29,368464.0
2023-08-30,313532.0
2023-08-31,200248.0
2023-09-01,186247.0
2023-09-02,120800.0
2023-09-03,268722.0
2023-09-04,390952.0
2023-09-05,294718.0
2023-09-06,292809.0
2023-09-07,157675.0
2023-09-08,169064.0
2023-09-09,273570.0
2023-09-10,298891.0
2023-09-11,279030.0
2023-09-12,361280.0
2023-09-13,232972.0
2023-09-14,315394.0
2023-09-15,189923.0
2023-09-16,386809.0
2023-09-17,309301.0
2023-09-18,245917.0
2023-09-19,151740.0
2023-09-20,286956.0
2023-09-21,300168.0
2023-09-22,202656.0
2023-09-23,295362.0
2023-09-24,320954.0
2023-09-25,280864.0
2023-09-26,289515.0
2023-09-27,396971.0
2023-09-28,280903.0
2023-09-29,242164.0
2023-09-30,219271.0
2023-10-01,279100.0
2023-10-02,190605.0
2023-10-03,322612.0
2023-10-04,290717.0
2023-10-05,310456.0
2023-10-06,373754.0
2023-10-07,368680.0
2023-10-08,305512.0
2023-10-09,304592.0
2023-10-10,283766.0
2023-10-11,307998.0
2023-10-12,217856.0
2023-10-13,220446.0
2023-10-14,274306.0
2023-10-15,263949.0
2023-10-16,327951.0
2023-10-17,256524.0
2023-10-18,146998.0
2023-10-19,256337.0
2023-10-20,352042.0
2023-10-21,343979.0
2023-10-22,202583.0
2023-10-23,292345.0
2023-10-24,242370.0
2023-10-25,343829.0
2023-10-26,341477.0
2023-10-27,302289.0
2023-10-28,301464.0
2023-10-29,289635.0
2023-10-30,212105.0
2023-10-31,210463.0
2023-11-01,225956.0
2023-11-02,256489.0
2023-11-03,277735.0
2023-11-04,233785.0
2023-11-05,365459.0
2023-11-06,273686.0
2023-11-07,295165.0
2023-11-08,257903.0
2023-11-09,275703.0
2023-11-10,265904.0
2023-11-11,341520.0
2023-11-12,188192.0
2023-11-13,232263.0
2023-11-14,289413.0
2023-11-15,285364.0
2023-11-16,203657.0
2023-11-17,213356.0
2023-11-18,200470.0
2023-11-19,241778.0
2023-11-20,293703.0
2023-11-21,302218.0
2023-11-22,348846.0
2023-11-23,259970.0
2023-11-24,300481.0
2023-11-25,306107.0
2023-11-26,291982.0
2023-11-27,298187.0
2023-11-28,316695.0
2023-11-29,348501.0
2023-11-30,285788.0
2023-12-01,222348.0
2023-12-02,199475.0
2023-12-03,242959.0
2023-12-04,290928.0
2023-12-05,311816.0
2023-12-06,293170.0
2023-12-07,207690.0
2023-12-08,257631.0
2023-12-09,340586.0
2023-12-10,299146.0
2023-12-11,257400.0
2023-12-12,190285.0
2023-12-13,268131.0
2023-12-14,189669.0
2023-12-15,239398.0
2023-12-16,258406.0
2023-12-17,275067.0
2023-12-18,309226.0
2023-12-19,282003.0
2023-12-20,243681.0
2023-12-21,233128.0
2023-12-22,205636.0
2023-12-23,253359.0
2023-12-24,347577.0
2023-12-25,263373.0
2023-12-26,277996.0
2023-12-27,272150.0
2023-12-28,213295.0
2023-12-29,236759.0
2023-12-30,251701.0
2023-12-31,323875.0
2024-01-01,206026.0
2024-01-02,298265.0
2024-01-03,364402.0
2024-01-04,284166.0
2024-01-05,275026.0
2024-01-06,371640.0
2024-01-07,249488.0
2024-01-08,345638.0
2024-01-09,370199.0
2024-01-10,187083.0
2024-01-11,271922.0
2024-01-12,262153.0
2024-01-13,402350.0
2024-01-14,224807.0
2024-01-15,308810.0
2024-01-16,233997.0
2024-01-17,344531.0
2024-01-18,331632.0
2024-01-19,245738.0
2024-01-20,258575.0
2024-01-21,293826.0
2024-01-22,353433.0
2024-01-23,164906.0
2024-01-24,208122.0
2024-01-25,254832.0
2024-01-26,309722.0
2024-01-27,311306.0
2024-01-28,293039.0
2024-01-29,314202.0
2024-01-30,322215.0
2024-01-31,228449.0
2024-02-01,288648.0
2024-02-02,218817.0
2024-02-03,309418.0
2024-02-04,292006.0
2024-02-05,306706.0
2024-02-06,358617.0
2024-02-07,286286.0
2024-02-08,209470.0
2024-02-09,283079.0
2024-02-10,296320.0
2024-02-11,329409.0
2024-02-12,304282.0
2024-02-13,256462.0
2024-02-14,262721.0
2024-02-15,228488.0
2024-02-16,268557.0
2024-02-17,353619.0
2024-02-18,290408.0
2024-02-19,333457.0
2024-02-20,354756.0
2024-02-21,336170.0
2024-02-22,317056.0
2024-02-23,307055.0
2024-02-24,229544.0
2024-02-25,337190.0
2024-02-26,284791.0
2024-02-27,151455.0
2024-02-28,279965.0
2024-02-29,262651.0
2024-03-01,397001.0
2024-03-02,349602.0
2024-03-03,309046.0
2024-03-04,303976.0
2024-03-05,273705.0
2024-03-06,323846.0
2024-03-07,186129.0
2024-03-08,300739.0
2024-03-09,275921.0
2024-03-10,285759.0
2024-03-11,291629.0
2024-03-12,295229.0
2024-03-13,334122.0
2024-03-14,156132.0
2024-03-15,421685.0
2024-03-16,325355.0
2024-03-17,158342.0
2024-03-18,343695.0
2024-03-19,251512.0
2024-03-20,276181.0
2024-03-21,307474.0
2024-03-22,240035.0
2024-03-23,252886.0
2024-03-24,181411.0
2024-03-25,294471.0
2024-03-26,303484.0
2024-03-27,219874.0
2024-03-28,300114.0
2024-03-29,202172.0
2024-03-30,264747.0
2024-03-31,193384.0
2024-04-01,322590.0
2024-04-02,329904.0
2024-04-03,187155.0
2024-04-04,244221.0
2024-04-05,194431.0
2024-04-06,247811.0
2024-04-07,257701.0
2024-04-08,372345.0
2024-04-09,262143.0
2024-04-10,315472.0
2024-04-11,350773.0
2024-04-12,244594.0
2024-04-13,215869.0
2024-04-14,249691.0
2024-04-15,239619.0
2024-04-16,379428.0
2024-04-17,254721.0
2024-04-18,343851.0
2024-04-19,321721.0
2024-04-20,165699.0
2024-04-21,245016.0
2024-04-22,256598.0
2024-04-23,272551.0
2024-04-24,279262.0
2024-04-25,215219.0
2024-04-26,269747.0
2024-04-27,237997.0
2024-04-28,211618.0
2024-04-29,312868.0
2024-04-30,356228.0
2024-05-01,290247.0
2024-05-02,325976.0
2024-05-03,341419.0
2024-05-04,352127.0
2024-05-05,192474.0
2024-05-06,287611.0
2024-05-07,174312.0
2024-05-08,411791.0
2024-05-09,206636.0
2024-05-10,209791.0
2024-05-11,283356.0
2024-05-12,211146.0
2024-05-13,243767.0
2024-05-14,336847.0
2024-05-15,260436.0
2024-05-16,224961.0
2024-05-17,190723.0
2024-05-18,274001.0
2024-05-19,227247.0
2024-05-20,215928.0
2024-05-21,243817.0
2024-05-22,292369.0
2024-05-23,161145.0
2024-05-24,247304.0
2024-05-25,402572.0
2024-05-26,169296.0
2024-05-27,258866.0
2024-05-28,209965.0
2024-05-29,424660.0
2024-05-30,280076.0
2024-05-31,270360.0
2024-06-01,295552.0
2024-06-02,284873.0
2024-06-03,254247.0
2024-06-04,127637.0
2024-06-05,297625.0
2024-06-06,278994.0
2024-06-07,218317.0
2024-06-08,209348.0
2024-06-09,264584.0
2024-06-10,332248.0
2024-06-11,268103.0
2024-06-12,267569.0
2024-06-13,307417.0
2024-06-14,283799.0
2024-06-15,299678.0
2024-06-16,283870.0
2024-06-17,317856.0
2024-06-18,228226.0
2024-06-19,162917.0
2024-06-20,308098.0
2024-06-21,208825.0
2024-06-22,274813.0
2024-06-23,215448.0
2024-06-24,289952.0
2024-06-25,259021.0
2024-06-26,327116.0
2024-06-27,254645.0
2024-06-28,229416.0
2024-06-29,318220.0
2024-06-30,328316.0
2024-07-01,349581.0
2024-07-02,285460.0
2024-07-03,263869.0
2024-07-04,180242.0
2024-07-05,250643.0
2024-07-06,265557.0
2024-07-07,219817.0
2024-07-08,380831.0
2024-07-09,300010.0
2024-07-10,320709.0
2024-07-11,246754.0
2024-07-12,236567.0
2024-07-13,255431.0
2024-07-14,415503.0
2024-07-15,216517.0
2024-07-16,363924.0
2024-07-17,341575.0
2024-07-18,227822.0
2024-07-19,322912.0
2024-07-20,231626.0
2024-07-21,208904.0
2024-07-22,162345.0
2024-07-23,279232.0
2024-07-24,300860.0
2024-07-25,318032.0
2024-07-26,171956.0
2024-07-27,312536.0
2024-07-28,299991.0
2024-07-29,294082.0
2024-07-30,323701.0
2024-07-31,227592.0
2024-08-01,325271.0
2024-08-02,279124.0
2024-08-03,316683.0
2024-08-04,276720.0
2024-08-05,235870.0
2024-08-06,326726.0
2024-08-07,240042.0
2024-08-08,283208.0
2024-08-09,283200.0
